individual,length,size,stimulus,stim_order,response,treatment,stimulus_treat,stim
224,7,medium,-0.52,21,1,Girdle,Girdle 54%,54%
224,7,medium,-0.52,24,1,Girdle,Girdle 54%,54%
224,7,medium,-0.52,40,1,Girdle,Girdle 54%,54%
225,7,medium,-0.52,1,0,Girdle,Girdle 54%,54%
225,7,medium,-0.52,6,1,Girdle,Girdle 54%,54%
225,7,medium,-0.52,19,1,Girdle,Girdle 54%,54%
225,7,medium,-0.52,25,0,Girdle,Girdle 54%,54%
226,6,small,-0.52,8,1,Girdle,Girdle 54%,54%
226,6,small,-0.52,9,1,Girdle,Girdle 54%,54%
226,6,small,-0.52,27,1,Girdle,Girdle 54%,54%
226,6,small,-0.52,28,1,Girdle,Girdle 54%,54%
226,6,small,-0.52,35,0,Girdle,Girdle 54%,54%
227,7,medium,-0.52,7,0,Girdle,Girdle 54%,54%
227,7,medium,-0.52,20,1,Girdle,Girdle 54%,54%
227,7,medium,-0.52,27,0,Girdle,Girdle 54%,54%
227,7,medium,-0.52,28,0,Girdle,Girdle 54%,54%
227,7,medium,-0.52,30,1,Girdle,Girdle 54%,54%
228,8,medium,-0.52,8,1,Girdle,Girdle 54%,54%
228,8,medium,-0.52,9,1,Girdle,Girdle 54%,54%
228,8,medium,-0.52,22,1,Girdle,Girdle 54%,54%
229,7,medium,-0.52,14,1,Girdle,Girdle 54%,54%
229,7,medium,-0.52,15,1,Girdle,Girdle 54%,54%
229,7,medium,-0.52,23,1,Girdle,Girdle 54%,54%
229,7,medium,-0.52,25,1,Girdle,Girdle 54%,54%
229,7,medium,-0.52,40,1,Girdle,Girdle 54%,54%
230,10,large,-0.52,10,0,Girdle,Girdle 54%,54%
230,10,large,-0.52,15,1,Girdle,Girdle 54%,54%
230,10,large,-0.52,28,1,Girdle,Girdle 54%,54%
230,10,large,-0.52,40,1,Girdle,Girdle 54%,54%
231,10,large,-0.52,14,1,Girdle,Girdle 54%,54%
231,10,large,-0.52,15,1,Girdle,Girdle 54%,54%
231,10,large,-0.52,22,1,Girdle,Girdle 54%,54%
232,7,medium,-0.52,4,0,Girdle,Girdle 54%,54%
232,7,medium,-0.52,10,1,Girdle,Girdle 54%,54%
232,7,medium,-0.52,19,1,Girdle,Girdle 54%,54%
232,7,medium,-0.52,25,0,Girdle,Girdle 54%,54%
232,7,medium,-0.52,27,1,Girdle,Girdle 54%,54%
233,9,medium,-0.52,6,0,Girdle,Girdle 54%,54%
233,9,medium,-0.52,13,0,Girdle,Girdle 54%,54%
233,9,medium,-0.52,25,0,Girdle,Girdle 54%,54%
233,9,medium,-0.52,40,0,Girdle,Girdle 54%,54%
234,8,medium,-0.52,8,0,Girdle,Girdle 54%,54%
234,8,medium,-0.52,15,1,Girdle,Girdle 54%,54%
234,8,medium,-0.52,26,1,Girdle,Girdle 54%,54%
235,10,large,-0.52,21,0,Girdle,Girdle 54%,54%
235,10,large,-0.52,24,1,Girdle,Girdle 54%,54%
235,10,large,-0.52,40,1,Girdle,Girdle 54%,54%
236,8,medium,-0.52,1,0,Girdle,Girdle 54%,54%
236,8,medium,-0.52,6,1,Girdle,Girdle 54%,54%
236,8,medium,-0.52,14,1,Girdle,Girdle 54%,54%
236,8,medium,-0.52,19,1,Girdle,Girdle 54%,54%
236,8,medium,-0.52,25,1,Girdle,Girdle 54%,54%
237,10,large,-0.52,8,1,Girdle,Girdle 54%,54%
237,10,large,-0.52,9,0,Girdle,Girdle 54%,54%
237,10,large,-0.52,27,0,Girdle,Girdle 54%,54%
237,10,large,-0.52,28,0,Girdle,Girdle 54%,54%
237,10,large,-0.52,35,0,Girdle,Girdle 54%,54%
238,7,medium,-0.52,7,1,Girdle,Girdle 54%,54%
238,7,medium,-0.52,20,1,Girdle,Girdle 54%,54%
238,7,medium,-0.52,27,1,Girdle,Girdle 54%,54%
238,7,medium,-0.52,28,1,Girdle,Girdle 54%,54%
238,7,medium,-0.52,30,1,Girdle,Girdle 54%,54%
239,8,medium,-0.52,3,0,Girdle,Girdle 54%,54%
239,8,medium,-0.52,5,1,Girdle,Girdle 54%,54%
239,8,medium,-0.52,8,1,Girdle,Girdle 54%,54%
239,8,medium,-0.52,9,1,Girdle,Girdle 54%,54%
239,8,medium,-0.52,22,1,Girdle,Girdle 54%,54%
240,7,medium,-0.52,14,0,Girdle,Girdle 54%,54%
240,7,medium,-0.52,15,0,Girdle,Girdle 54%,54%
240,7,medium,-0.52,23,0,Girdle,Girdle 54%,54%
240,7,medium,-0.52,25,0,Girdle,Girdle 54%,54%
240,7,medium,-0.52,40,0,Girdle,Girdle 54%,54%
241,10,large,-0.52,10,1,Girdle,Girdle 54%,54%
241,10,large,-0.52,15,1,Girdle,Girdle 54%,54%
241,10,large,-0.52,19,0,Girdle,Girdle 54%,54%
241,10,large,-0.52,28,1,Girdle,Girdle 54%,54%
241,10,large,-0.52,40,1,Girdle,Girdle 54%,54%
242,8,medium,-0.52,4,1,Girdle,Girdle 54%,54%
242,8,medium,-0.52,14,0,Girdle,Girdle 54%,54%
242,8,medium,-0.52,15,0,Girdle,Girdle 54%,54%
242,8,medium,-0.52,22,1,Girdle,Girdle 54%,54%
243,6,small,-0.52,1,0,Girdle,Girdle 54%,54%
243,6,small,-0.52,6,0,Girdle,Girdle 54%,54%
243,6,small,-0.52,14,1,Girdle,Girdle 54%,54%
243,6,small,-0.52,19,1,Girdle,Girdle 54%,54%
244,9,medium,-0.52,8,0,Girdle,Girdle 54%,54%
244,9,medium,-0.52,9,1,Girdle,Girdle 54%,54%
244,9,medium,-0.52,27,0,Girdle,Girdle 54%,54%
244,9,medium,-0.52,28,0,Girdle,Girdle 54%,54%
245,9,medium,-0.52,7,0,Girdle,Girdle 54%,54%
245,9,medium,-0.52,27,1,Girdle,Girdle 54%,54%
245,9,medium,-0.52,28,1,Girdle,Girdle 54%,54%
245,9,medium,-0.52,30,1,Girdle,Girdle 54%,54%
246,9,medium,-0.52,3,0,Girdle,Girdle 54%,54%
246,9,medium,-0.52,5,0,Girdle,Girdle 54%,54%
246,9,medium,-0.52,8,0,Girdle,Girdle 54%,54%
246,9,medium,-0.52,9,0,Girdle,Girdle 54%,54%
246,9,medium,-0.52,22,0,Girdle,Girdle 54%,54%
247,8,medium,-0.52,14,1,Girdle,Girdle 54%,54%
247,8,medium,-0.52,15,1,Girdle,Girdle 54%,54%
247,8,medium,-0.52,23,1,Girdle,Girdle 54%,54%
247,8,medium,-0.52,25,0,Girdle,Girdle 54%,54%
247,8,medium,-0.52,40,0,Girdle,Girdle 54%,54%
248,6,small,-0.52,15,1,Girdle,Girdle 54%,54%
248,6,small,-0.52,19,1,Girdle,Girdle 54%,54%
248,6,small,-0.52,40,1,Girdle,Girdle 54%,54%
249,8,medium,-0.52,3,0,Girdle,Girdle 54%,54%
249,8,medium,-0.52,14,0,Girdle,Girdle 54%,54%
249,8,medium,-0.52,22,0,Girdle,Girdle 54%,54%
249,8,medium,-0.52,35,0,Girdle,Girdle 54%,54%
250,7,medium,-0.52,9,1,Girdle,Girdle 54%,54%
250,7,medium,-0.52,13,1,Girdle,Girdle 54%,54%
250,7,medium,-0.52,23,1,Girdle,Girdle 54%,54%
250,7,medium,-0.52,35,1,Girdle,Girdle 54%,54%
250,7,medium,-0.52,36,1,Girdle,Girdle 54%,54%
251,7,medium,-0.52,8,0,Girdle,Girdle 54%,54%
251,7,medium,-0.52,15,1,Girdle,Girdle 54%,54%
251,7,medium,-0.52,26,1,Girdle,Girdle 54%,54%
251,7,medium,-0.52,33,1,Girdle,Girdle 54%,54%
251,7,medium,-0.52,38,0,Girdle,Girdle 54%,54%
252,11,large,-0.52,15,1,Girdle,Girdle 54%,54%
252,11,large,-0.52,26,1,Girdle,Girdle 54%,54%
252,11,large,-0.52,38,1,Girdle,Girdle 54%,54%
253,14,xlarge,-0.52,7,1,Girdle,Girdle 54%,54%
253,14,xlarge,-0.52,14,1,Girdle,Girdle 54%,54%
253,14,xlarge,-0.52,40,1,Girdle,Girdle 54%,54%
254,15,xlarge,-0.52,1,0,Girdle,Girdle 54%,54%
254,15,xlarge,-0.52,6,0,Girdle,Girdle 54%,54%
254,15,xlarge,-0.52,14,0,Girdle,Girdle 54%,54%
254,15,xlarge,-0.52,19,0,Girdle,Girdle 54%,54%
254,15,xlarge,-0.52,25,1,Girdle,Girdle 54%,54%
255,16,xlarge,-0.52,8,1,Girdle,Girdle 54%,54%
255,16,xlarge,-0.52,9,1,Girdle,Girdle 54%,54%
255,16,xlarge,-0.52,27,0,Girdle,Girdle 54%,54%
255,16,xlarge,-0.52,28,0,Girdle,Girdle 54%,54%
255,16,xlarge,-0.52,35,1,Girdle,Girdle 54%,54%
256,8,medium,-0.52,20,1,Girdle,Girdle 54%,54%
256,8,medium,-0.52,27,1,Girdle,Girdle 54%,54%
258,9,medium,-0.52,35,1,Girdle,Girdle 54%,54%
259,13,xlarge,-0.52,7,0,Girdle,Girdle 54%,54%
259,13,xlarge,-0.52,20,1,Girdle,Girdle 54%,54%
259,13,xlarge,-0.52,27,1,Girdle,Girdle 54%,54%
259,13,xlarge,-0.52,28,1,Girdle,Girdle 54%,54%
259,13,xlarge,-0.52,30,0,Girdle,Girdle 54%,54%
260,8,medium,-0.52,3,1,Girdle,Girdle 54%,54%
260,8,medium,-0.52,5,1,Girdle,Girdle 54%,54%
260,8,medium,-0.52,8,1,Girdle,Girdle 54%,54%
261,8,medium,-0.52,40,1,Girdle,Girdle 54%,54%
1,9,medium,-0.52,3,0,Control,Whole 54%,Whole 0.5
1,9,medium,-0.52,11,1,Control,Whole 54%,Whole 0.5
1,9,medium,-0.52,34,1,Control,Whole 54%,Whole 0.5
2,7,medium,-0.52,7,1,Control,Whole 54%,Whole 0.5
2,7,medium,-0.52,10,1,Control,Whole 54%,Whole 0.5
2,7,medium,-0.52,13,1,Control,Whole 54%,Whole 0.5
3,8,medium,-0.52,4,0,Control,Whole 54%,Whole 0.5
3,8,medium,-0.52,5,1,Control,Whole 54%,Whole 0.5
3,8,medium,-0.52,26,0,Control,Whole 54%,Whole 0.5
4,9,medium,-0.52,18,1,Control,Whole 54%,Whole 0.5
4,9,medium,-0.52,23,1,Control,Whole 54%,Whole 0.5
4,9,medium,-0.52,34,1,Control,Whole 54%,Whole 0.5
5,8,medium,-0.52,13,1,Control,Whole 54%,Whole 0.5
5,8,medium,-0.52,21,1,Control,Whole 54%,Whole 0.5
5,8,medium,-0.52,23,1,Control,Whole 54%,Whole 0.5
6,7,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
6,7,medium,-0.52,9,1,Control,Whole 54%,Whole 0.5
6,7,medium,-0.52,33,1,Control,Whole 54%,Whole 0.5
7,10,large,-0.52,17,1,Control,Whole 54%,Whole 0.5
7,10,large,-0.52,25,1,Control,Whole 54%,Whole 0.5
7,10,large,-0.52,26,1,Control,Whole 54%,Whole 0.5
8,6,small,-0.52,8,1,Control,Whole 54%,Whole 0.5
8,6,small,-0.52,15,1,Control,Whole 54%,Whole 0.5
8,6,small,-0.52,28,1,Control,Whole 54%,Whole 0.5
9,9,medium,-0.52,5,1,Control,Whole 54%,Whole 0.5
9,9,medium,-0.52,9,1,Control,Whole 54%,Whole 0.5
9,9,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
10,7,medium,-0.52,2,1,Control,Whole 54%,Whole 0.5
10,7,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
10,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
11,8,medium,-0.52,24,1,Control,Whole 54%,Whole 0.5
11,8,medium,-0.52,25,1,Control,Whole 54%,Whole 0.5
11,8,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
12,7,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
12,7,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
12,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
13,11,large,-0.52,3,1,Control,Whole 54%,Whole 0.5
13,11,large,-0.52,21,1,Control,Whole 54%,Whole 0.5
13,11,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
14,7,medium,-0.52,29,1,Control,Whole 54%,Whole 0.5
14,7,medium,-0.52,31,1,Control,Whole 54%,Whole 0.5
14,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
15,8,medium,-0.52,16,1,Control,Whole 54%,Whole 0.5
15,8,medium,-0.52,18,1,Control,Whole 54%,Whole 0.5
15,8,medium,-0.52,25,1,Control,Whole 54%,Whole 0.5
16,5,small,-0.52,8,1,Control,Whole 54%,Whole 0.5
16,5,small,-0.52,35,1,Control,Whole 54%,Whole 0.5
16,5,small,-0.52,36,1,Control,Whole 54%,Whole 0.5
17,7,medium,-0.52,16,1,Control,Whole 54%,Whole 0.5
17,7,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
17,7,medium,-0.52,22,1,Control,Whole 54%,Whole 0.5
18,11,large,-0.52,21,1,Control,Whole 54%,Whole 0.5
18,11,large,-0.52,24,1,Control,Whole 54%,Whole 0.5
18,11,large,-0.52,33,1,Control,Whole 54%,Whole 0.5
19,7,medium,-0.52,16,1,Control,Whole 54%,Whole 0.5
19,7,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
19,7,medium,-0.52,22,1,Control,Whole 54%,Whole 0.5
20,4,small,-0.52,24,1,Control,Whole 54%,Whole 0.5
20,4,small,-0.52,25,1,Control,Whole 54%,Whole 0.5
20,4,small,-0.52,35,1,Control,Whole 54%,Whole 0.5
21,7,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
21,7,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
21,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
22,6,small,-0.52,3,1,Control,Whole 54%,Whole 0.5
22,6,small,-0.52,21,1,Control,Whole 54%,Whole 0.5
22,6,small,-0.52,36,1,Control,Whole 54%,Whole 0.5
23,10,large,-0.52,29,1,Control,Whole 54%,Whole 0.5
23,10,large,-0.52,31,1,Control,Whole 54%,Whole 0.5
23,10,large,-0.52,35,1,Control,Whole 54%,Whole 0.5
24,6,small,-0.52,21,1,Control,Whole 54%,Whole 0.5
24,6,small,-0.52,24,1,Control,Whole 54%,Whole 0.5
24,6,small,-0.52,33,1,Control,Whole 54%,Whole 0.5
25,6,small,-0.52,4,1,Control,Whole 54%,Whole 0.5
25,6,small,-0.52,6,0,Control,Whole 54%,Whole 0.5
25,6,small,-0.52,35,1,Control,Whole 54%,Whole 0.5
26,12,large,-0.52,8,1,Control,Whole 54%,Whole 0.5
26,12,large,-0.52,35,1,Control,Whole 54%,Whole 0.5
26,12,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
27,7,medium,-0.52,16,1,Control,Whole 54%,Whole 0.5
27,7,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
27,7,medium,-0.52,22,1,Control,Whole 54%,Whole 0.5
28,12,large,-0.52,8,1,Control,Whole 54%,Whole 0.5
28,12,large,-0.52,35,1,Control,Whole 54%,Whole 0.5
28,12,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
29,7,medium,-0.52,8,1,Control,Whole 54%,Whole 0.5
29,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
29,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
30,8,medium,-0.52,16,1,Control,Whole 54%,Whole 0.5
30,8,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
30,8,medium,-0.52,22,1,Control,Whole 54%,Whole 0.5
31,6,small,-0.52,21,1,Control,Whole 54%,Whole 0.5
31,6,small,-0.52,24,1,Control,Whole 54%,Whole 0.5
31,6,small,-0.52,33,1,Control,Whole 54%,Whole 0.5
32,8,medium,-0.52,2,0,Control,Whole 54%,Whole 0.5
32,8,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
32,8,medium,-0.52,36,0,Control,Whole 54%,Whole 0.5
33,10,large,-0.52,24,1,Control,Whole 54%,Whole 0.5
33,10,large,-0.52,25,1,Control,Whole 54%,Whole 0.5
33,10,large,-0.52,35,1,Control,Whole 54%,Whole 0.5
34,7,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
34,7,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
34,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
35,12,large,-0.52,3,1,Control,Whole 54%,Whole 0.5
35,12,large,-0.52,21,1,Control,Whole 54%,Whole 0.5
35,12,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
36,6,small,-0.52,8,1,Control,Whole 54%,Whole 0.5
36,6,small,-0.52,35,1,Control,Whole 54%,Whole 0.5
36,6,small,-0.52,36,1,Control,Whole 54%,Whole 0.5
37,10,large,-0.52,16,1,Control,Whole 54%,Whole 0.5
37,10,large,-0.52,17,1,Control,Whole 54%,Whole 0.5
37,10,large,-0.52,22,1,Control,Whole 54%,Whole 0.5
38,9,medium,-0.52,21,1,Control,Whole 54%,Whole 0.5
38,9,medium,-0.52,24,1,Control,Whole 54%,Whole 0.5
38,9,medium,-0.52,33,1,Control,Whole 54%,Whole 0.5
39,8,medium,-0.52,2,1,Control,Whole 54%,Whole 0.5
39,8,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
39,8,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
40,7,medium,-0.52,24,1,Control,Whole 54%,Whole 0.5
40,7,medium,-0.52,25,1,Control,Whole 54%,Whole 0.5
40,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
41,8,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
41,8,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
41,8,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
42,10,large,-0.52,3,1,Control,Whole 54%,Whole 0.5
42,10,large,-0.52,21,1,Control,Whole 54%,Whole 0.5
42,10,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
43,7,medium,-0.52,2,1,Control,Whole 54%,Whole 0.5
43,7,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
43,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
44,5,small,-0.52,16,1,Control,Whole 54%,Whole 0.5
44,5,small,-0.52,17,1,Control,Whole 54%,Whole 0.5
44,5,small,-0.52,22,1,Control,Whole 54%,Whole 0.5
45,6,small,-0.52,21,1,Control,Whole 54%,Whole 0.5
45,6,small,-0.52,24,1,Control,Whole 54%,Whole 0.5
45,6,small,-0.52,33,1,Control,Whole 54%,Whole 0.5
46,8,medium,-0.52,2,1,Control,Whole 54%,Whole 0.5
46,8,medium,-0.52,17,1,Control,Whole 54%,Whole 0.5
46,8,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
47,9,medium,-0.52,24,1,Control,Whole 54%,Whole 0.5
47,9,medium,-0.52,25,0,Control,Whole 54%,Whole 0.5
47,9,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
48,8,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
48,8,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
48,8,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
49,7,medium,-0.52,3,1,Control,Whole 54%,Whole 0.5
49,7,medium,-0.52,21,1,Control,Whole 54%,Whole 0.5
49,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
50,9,medium,-0.52,29,1,Control,Whole 54%,Whole 0.5
50,9,medium,-0.52,31,1,Control,Whole 54%,Whole 0.5
50,9,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
51,8,medium,-0.52,24,1,Control,Whole 54%,Whole 0.5
51,8,medium,-0.52,25,1,Control,Whole 54%,Whole 0.5
51,8,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
52,7,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
52,7,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
52,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
53,7,medium,-0.52,3,1,Control,Whole 54%,Whole 0.5
53,7,medium,-0.52,21,1,Control,Whole 54%,Whole 0.5
53,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
54,7,medium,-0.52,29,1,Control,Whole 54%,Whole 0.5
54,7,medium,-0.52,31,1,Control,Whole 54%,Whole 0.5
54,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
55,7,medium,-0.52,8,1,Control,Whole 54%,Whole 0.5
55,7,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
55,7,medium,-0.52,36,1,Control,Whole 54%,Whole 0.5
56,6,small,-0.52,16,0,Control,Whole 54%,Whole 0.5
56,6,small,-0.52,17,1,Control,Whole 54%,Whole 0.5
56,6,small,-0.52,22,1,Control,Whole 54%,Whole 0.5
57,12,large,-0.52,21,1,Control,Whole 54%,Whole 0.5
57,12,large,-0.52,24,1,Control,Whole 54%,Whole 0.5
57,12,large,-0.52,33,1,Control,Whole 54%,Whole 0.5
58,11,large,-0.52,2,1,Control,Whole 54%,Whole 0.5
58,11,large,-0.52,17,1,Control,Whole 54%,Whole 0.5
58,11,large,-0.52,36,1,Control,Whole 54%,Whole 0.5
59,6,small,-0.52,24,1,Control,Whole 54%,Whole 0.5
59,6,small,-0.52,25,1,Control,Whole 54%,Whole 0.5
59,6,small,-0.52,35,1,Control,Whole 54%,Whole 0.5
60,9,medium,-0.52,1,1,Control,Whole 54%,Whole 0.5
60,9,medium,-0.52,28,1,Control,Whole 54%,Whole 0.5
60,9,medium,-0.52,35,1,Control,Whole 54%,Whole 0.5
201,13,xlarge,-0.9,3,1,Girdle,Girdle 90%,90%
201,13,xlarge,-0.9,27,1,Girdle,Girdle 90%,90%
202,7,medium,-0.9,8,1,Girdle,Girdle 90%,90%
202,7,medium,-0.9,14,1,Girdle,Girdle 90%,90%
202,7,medium,-0.9,20,1,Girdle,Girdle 90%,90%
202,7,medium,-0.9,32,1,Girdle,Girdle 90%,90%
203,8,medium,-0.9,8,1,Girdle,Girdle 90%,90%
203,8,medium,-0.9,16,1,Girdle,Girdle 90%,90%
203,8,medium,-0.9,27,1,Girdle,Girdle 90%,90%
203,8,medium,-0.9,29,1,Girdle,Girdle 90%,90%
204,8,medium,-0.9,1,1,Girdle,Girdle 90%,90%
204,8,medium,-0.9,2,1,Girdle,Girdle 90%,90%
204,8,medium,-0.9,5,1,Girdle,Girdle 90%,90%
204,8,medium,-0.9,25,1,Girdle,Girdle 90%,90%
204,8,medium,-0.9,27,1,Girdle,Girdle 90%,90%
205,9,medium,-0.9,6,1,Girdle,Girdle 90%,90%
205,9,medium,-0.9,14,1,Girdle,Girdle 90%,90%
205,9,medium,-0.9,22,1,Girdle,Girdle 90%,90%
205,9,medium,-0.9,25,1,Girdle,Girdle 90%,90%
205,9,medium,-0.9,28,1,Girdle,Girdle 90%,90%
206,7,medium,-0.9,1,1,Girdle,Girdle 90%,90%
206,7,medium,-0.9,16,1,Girdle,Girdle 90%,90%
206,7,medium,-0.9,22,1,Girdle,Girdle 90%,90%
206,7,medium,-0.9,28,1,Girdle,Girdle 90%,90%
206,7,medium,-0.9,33,0,Girdle,Girdle 90%,90%
207,9,medium,-0.9,5,1,Girdle,Girdle 90%,90%
207,9,medium,-0.9,11,0,Girdle,Girdle 90%,90%
207,9,medium,-0.9,15,0,Girdle,Girdle 90%,90%
207,9,medium,-0.9,32,0,Girdle,Girdle 90%,90%
207,9,medium,-0.9,34,1,Girdle,Girdle 90%,90%
208,9,medium,-0.9,13,1,Girdle,Girdle 90%,90%
208,9,medium,-0.9,29,1,Girdle,Girdle 90%,90%
208,9,medium,-0.9,30,1,Girdle,Girdle 90%,90%
209,7,medium,-0.9,7,0,Girdle,Girdle 90%,90%
209,7,medium,-0.9,9,0,Girdle,Girdle 90%,90%
209,7,medium,-0.9,14,1,Girdle,Girdle 90%,90%
209,7,medium,-0.9,18,0,Girdle,Girdle 90%,90%
209,7,medium,-0.9,25,0,Girdle,Girdle 90%,90%
210,11,large,-0.9,3,0,Girdle,Girdle 90%,90%
210,11,large,-0.9,9,1,Girdle,Girdle 90%,90%
210,11,large,-0.9,11,1,Girdle,Girdle 90%,90%
210,11,large,-0.9,18,1,Girdle,Girdle 90%,90%
210,11,large,-0.9,33,1,Girdle,Girdle 90%,90%
211,7,medium,-0.9,5,1,Girdle,Girdle 90%,90%
211,7,medium,-0.9,8,1,Girdle,Girdle 90%,90%
211,7,medium,-0.9,10,1,Girdle,Girdle 90%,90%
211,7,medium,-0.9,12,1,Girdle,Girdle 90%,90%
211,7,medium,-0.9,13,1,Girdle,Girdle 90%,90%
212,7,medium,-0.9,5,1,Girdle,Girdle 90%,90%
212,7,medium,-0.9,15,1,Girdle,Girdle 90%,90%
212,7,medium,-0.9,32,1,Girdle,Girdle 90%,90%
212,7,medium,-0.9,34,1,Girdle,Girdle 90%,90%
213,7,medium,-0.9,5,1,Girdle,Girdle 90%,90%
213,7,medium,-0.9,11,0,Girdle,Girdle 90%,90%
213,7,medium,-0.9,15,1,Girdle,Girdle 90%,90%
213,7,medium,-0.9,32,1,Girdle,Girdle 90%,90%
213,7,medium,-0.9,34,1,Girdle,Girdle 90%,90%
214,8,medium,-0.9,6,1,Girdle,Girdle 90%,90%
214,8,medium,-0.9,13,1,Girdle,Girdle 90%,90%
214,8,medium,-0.9,14,1,Girdle,Girdle 90%,90%
214,8,medium,-0.9,29,1,Girdle,Girdle 90%,90%
214,8,medium,-0.9,30,1,Girdle,Girdle 90%,90%
215,9,medium,-0.9,7,0,Girdle,Girdle 90%,90%
215,9,medium,-0.9,9,0,Girdle,Girdle 90%,90%
215,9,medium,-0.9,14,0,Girdle,Girdle 90%,90%
215,9,medium,-0.9,18,0,Girdle,Girdle 90%,90%
215,9,medium,-0.9,25,1,Girdle,Girdle 90%,90%
216,9,medium,-0.9,9,0,Girdle,Girdle 90%,90%
216,9,medium,-0.9,11,1,Girdle,Girdle 90%,90%
216,9,medium,-0.9,33,1,Girdle,Girdle 90%,90%
217,6,small,-0.9,5,1,Girdle,Girdle 90%,90%
217,6,small,-0.9,8,1,Girdle,Girdle 90%,90%
217,6,small,-0.9,12,1,Girdle,Girdle 90%,90%
218,10,large,-0.9,4,1,Girdle,Girdle 90%,90%
218,10,large,-0.9,5,1,Girdle,Girdle 90%,90%
218,10,large,-0.9,17,1,Girdle,Girdle 90%,90%
218,10,large,-0.9,25,0,Girdle,Girdle 90%,90%
218,10,large,-0.9,27,1,Girdle,Girdle 90%,90%
219,7,medium,-0.9,5,0,Girdle,Girdle 90%,90%
219,7,medium,-0.9,7,0,Girdle,Girdle 90%,90%
219,7,medium,-0.9,10,1,Girdle,Girdle 90%,90%
219,7,medium,-0.9,11,1,Girdle,Girdle 90%,90%
219,7,medium,-0.9,23,0,Girdle,Girdle 90%,90%
220,8,medium,-0.9,11,1,Girdle,Girdle 90%,90%
220,8,medium,-0.9,15,1,Girdle,Girdle 90%,90%
220,8,medium,-0.9,32,1,Girdle,Girdle 90%,90%
220,8,medium,-0.9,34,1,Girdle,Girdle 90%,90%
221,7,medium,-0.9,2,0,Girdle,Girdle 90%,90%
221,7,medium,-0.9,5,0,Girdle,Girdle 90%,90%
221,7,medium,-0.9,15,1,Girdle,Girdle 90%,90%
221,7,medium,-0.9,34,1,Girdle,Girdle 90%,90%
222,7,medium,-0.9,1,0,Girdle,Girdle 90%,90%
222,7,medium,-0.9,2,0,Girdle,Girdle 90%,90%
222,7,medium,-0.9,5,1,Girdle,Girdle 90%,90%
222,7,medium,-0.9,35,0,Girdle,Girdle 90%,90%
222,7,medium,-0.9,39,0,Girdle,Girdle 90%,90%
223,8,medium,-0.9,6,1,Girdle,Girdle 90%,90%
223,8,medium,-0.9,12,1,Girdle,Girdle 90%,90%
223,8,medium,-0.9,17,1,Girdle,Girdle 90%,90%
